StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q40,Q41,Q42,Q43,Q44,Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q17,Q18,Q19,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q20,Q21,Q22,Q23,Q24,Q25,Q34,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q29,Q30,Q31,Q32,Q33
2020-07-02 03:05:58,2020-07-02 03:14:27,IP Address,100,509,True,2020-07-02 03:14:27,R_szXCFoghUsqVL3z,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Так,3,Так,Ні,Так,Так,"Людям, як правило, можна довіряти",Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Скоріше довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Скоріше довіряю,Скоріше довіряю,Важко сказати,"ні, я не є членом жодного з громадських об'єднань",Так,Так,У мене немає такого досвіду,Складно сказати,3,Повністю погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше не погоджуюсь,Повністю погоджуюсь,Жінка,26-35 років,Я постійно проживаю в Києві,Тимчасово безробітний/а,Вища
2020-07-02 03:25:09,2020-07-02 03:31:46,IP Address,100,396,True,2020-07-02 03:31:47,R_1r8IS0gS9FdLblX,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Ні,5,Ні,Ні,Ні,Ні,"У більшості випадків ви повинні бути обережні з іншими людьми, людям не можна повністю довіряти",Важко сказати,Важко сказати,Скоріше довіряю,Повністю довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Зовсім не довіряю,Важко сказати,"ні, я не є членом жодного з громадських об'єднань",Ні,Так,У мене немає такого досвіду,Складно сказати,5,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Скоріше погоджуюсь,Жінка,36-45 років,Я постійно проживаю в Києві,Інше,Вища
2020-07-02 03:28:23,2020-07-02 03:34:57,IP Address,100,393,True,2020-07-02 03:34:57,R_ThiHsMZDgbPrV0l,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Ні,5,Так,Так,Ні,Так,"Людям, як правило, можна довіряти",Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Зовсім не довіряю,Зовсім не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Так,інше,Так,Так,У мене немає такого досвіду,Скоріше не відчуваю,3,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше не погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Скоріше погоджуюсь,Повністю погоджуюсь,Чоловік,36-45 років,Інший варіант,Приватний підприємець/самозайнята особа,Вища
2020-07-02 03:49:05,2020-07-02 03:53:14,IP Address,100,248,True,2020-07-02 03:53:14,R_2YmlAnHXGZ1UQSL,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",Я не пам'ятаю,Ні,5,Так,Ні,Ні,Ні,З більшістю людей ви повинні бути обережними,Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,Повністю довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Скоріше довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Ні,ОСББ,Ні,Так,У мене немає такого досвіду,Скоріше не відчуваю,5,Важко відповісти,Важко відповісти,Зовсім не погоджуюсь,Зовсім не погоджуюсь,Скоріше погоджуюсь,Зовсім не погоджуюсь,Скоріше не погоджуюсь,Скоріше погоджуюсь,Жінка,36-45 років,Я постійно проживаю в Києві,Приватний підприємець/самозайнята особа,Вища
2020-07-02 06:48:50,2020-07-02 06:55:43,IP Address,100,413,True,2020-07-02 06:55:44,R_XYwUWgy1YYvfIu5,anonymous,UK,Так,Так,Так,Так,Так,Так,Так,Я лідер/ка проекту,5,Так,,Так,Так,Так,Так,"Людям, як правило, можна довіряти",Скоріше довіряю,Скоріше довіряю,Важко сказати,Повністю довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Важко сказати,"громадська організація,творча спілка",Так,Складно сказати,Маю малий досвід,Скоріше відчуваю,5,Важко відповісти,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Важко відповісти,Повністю погоджуюсь,Чоловік,46 – 65 років,Я постійно проживаю в Києві,Приватний підприємець/самозайнята особа,Вища
2020-07-02 07:35:59,2020-07-02 07:47:38,IP Address,100,698,True,2020-07-02 07:47:38,R_3GEcLkZz5FCwv4T,anonymous,UK,Так,Так,Так,Так,Так,Так,Так,Я лідер/ка проекту,5,Так,2,Так,Так,Так,Так,"Людям, як правило, можна довіряти",Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Повністю довіряю,Скоріше не довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Так,"ОСББ,інше",Так,Так,Я повністю залучений/а до політичній/громадській діяльності міста,Повністю відчуваю свою відповідальність.,4,Повністю погоджуюсь,Повністю погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Важко відповісти,Важко відповісти,Скоріше погоджуюсь,Чоловік,26-35 років,Я постійно проживаю в Києві,Інше,Вища
2020-07-02 07:55:00,2020-07-02 08:00:19,IP Address,100,318,True,2020-07-02 08:00:19,R_2CHr4mbC7o6yuQE,anonymous,UK,Так,Так,Так,Так,Так,Так,Так,Я лідер/ка проекту,5,Так,0,Так,Так,Так,Так,З більшістю людей ви повинні бути обережними,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Повністю довіряю,Скоріше довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Так,"ні, я не є членом жодного з громадських об'єднань",Так,Так,Я повністю залучений/а до політичній/громадській діяльності міста,Повністю відчуваю свою відповідальність.,4,Повністю погоджуюсь,Повністю погоджуюсь,Повністю погоджуюсь,Скоріше погоджуюсь,Повністю погоджуюсь,Повністю погоджуюсь,Скоріше погоджуюсь,Повністю погоджуюсь,Чоловік,18-25 років,Я проживаю в Києві протягом останніх 5 років,Студент/ка,Вища
2020-07-02 07:48:59,2020-07-02 08:03:08,IP Address,100,848,True,2020-07-02 08:03:08,R_2qwo8mAN0WxeAuo,anonymous,UK,Так,Так,Так,Так,Так,Так,Так,Я лідер/ка проекту,Я не пам'ятаю,Ні,0,Так,Ні,Так,Так,З більшістю людей ви повинні бути обережними,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Важко сказати,"ні, я не є членом жодного з громадських об'єднань",Так,Складно сказати,Маю малий досвід,Складно сказати,5,Скоріше погоджуюсь,Важко відповісти,Важко відповісти,Важко відповісти,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Зовсім не погоджуюсь,Повністю погоджуюсь,Чоловік,18-25 років,Я постійно проживаю в Києві,Найманий працівник/ця,Вища
2020-07-02 08:58:10,2020-07-02 09:03:10,IP Address,100,299,True,2020-07-02 09:03:10,R_1jfcOqMWsPMH0sD,anonymous,UK,Так,Так,Так,Так,Так,Так,Так,Я лідер/ка проекту,5,Так,0,Так,Так,Так,Так,З більшістю людей ви повинні бути обережними,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Зовсім не довіряю,Скоріше довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Так,ОСББ,Так,Так,Маю малий досвід,Скоріше відчуваю,5,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Важко відповісти,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Скоріше погоджуюсь,Жінка,36-45 років,Я постійно проживаю в Києві,Найманий працівник/ця,Вища
2020-06-25 09:44:52,2020-06-25 09:45:14,IP Address,17,21,False,2020-07-02 09:45:14,R_1er97iB6OBJOaG1,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02 09:46:36,2020-07-02 09:47:16,IP Address,100,39,True,2020-07-02 09:47:16,R_3iySbC0823OFNhY,anonymous,UK,Так,Так,Так,Так,Так,Ні,Ні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-25 12:18:59,2020-06-25 12:20:31,IP Address,46,91,False,2020-07-02 12:20:33,R_1IhASgmQP06c13N,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",4,Ні,1,Так,Ні,Ні,Ні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02 12:16:51,2020-07-02 12:26:17,IP Address,100,565,True,2020-07-02 12:26:18,R_T88zt8MWhKQWVrj,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",4,Так,2,Так,Ні,Ні,Ні,З більшістю людей ви повинні бути обережними,Зовсім не довіряю,Скоріше не довіряю,Повністю довіряю,Повністю довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше довіряю,Так,"наукове, освітнє об'єднання",Так,Так,Складно сказати/не знаю,Скоріше відчуваю,5,Повністю погоджуюсь,Повністю погоджуюсь,Скоріше не погоджуюсь,Важко відповісти,Скоріше погоджуюсь,Зовсім не погоджуюсь,Зовсім не погоджуюсь,Повністю погоджуюсь,Жінка,36-45 років,Я постійно проживаю в Києві,Приватний підприємець/самозайнята особа,Вища
2020-07-02 12:54:09,2020-07-02 12:59:12,IP Address,100,303,True,2020-07-02 12:59:14,R_22D04CvKyoAwwLx,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Ні,0,Так,Ні,Так,Так,З більшістю людей ви повинні бути обережними,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Важко сказати,"наукове, освітнє об'єднання",Ні,Складно сказати,У мене немає такого досвіду,Складно сказати,4,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Скоріше погоджуюсь,Скоріше погоджуюсь,Повністю погоджуюсь,Жінка,26-35 років,Я постійно проживаю в Києві,Студент/ка,Вища
2020-07-02 13:05:57,2020-07-02 13:06:50,IP Address,100,52,True,2020-07-02 13:06:50,R_1jxGDojDpQjfSmQ,anonymous,UK,Так,Так,Так,Ні,Так,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02 13:02:37,2020-07-02 13:08:47,IP Address,100,370,True,2020-07-02 13:08:48,R_2cvVfFy2cnjFo0W,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Так,4,Так,Так,Так,Так,"Людям, як правило, можна довіряти",Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Ні,"ОСББ,творча спілка",Так,Ні,У мене немає такого досвіду,Повністю відчуваю свою відповідальність.,4,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Жінка,26-35 років,Я постійно проживаю в Києві,Приватний підприємець/самозайнята особа,Вища
2020-07-02 14:21:09,2020-07-02 14:26:21,IP Address,100,311,True,2020-07-02 14:26:22,R_3oFTi76lmng5pnE,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,Я учасник/ця команди проекту,5,Так,0,Так,Так,Так,Так,"Людям, як правило, можна довіряти",Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше не довіряю,Зовсім не довіряю,Зовсім не довіряю,Так,громадська організація,Так,Так,У мене є значний досвід,Повністю відчуваю свою відповідальність.,5,Повністю погоджуюсь,Повністю погоджуюсь,Повністю погоджуюсь,Повністю погоджуюсь,Повністю погоджуюсь,Повністю погоджуюсь,Повністю погоджуюсь,Повністю погоджуюсь,Жінка,26-35 років,Я постійно проживаю в Києві,Найманий працівник/ця,Вища
2020-07-02 14:28:26,2020-07-02 14:37:10,IP Address,100,523,True,2020-07-02 14:37:10,R_1fkpltwXMQfi3lw,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",2,Ні,1,Так,Так,Так,Так,"Людям, як правило, можна довіряти",Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,Повністю довіряю,Скоріше довіряю,Зовсім не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Важко сказати,"ні, я не є членом жодного з громадських об'єднань",Ні,Ні,Складно сказати/не знаю,Складно сказати,4,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Важко відповісти,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Повністю погоджуюсь,Чоловік,46 – 65 років,Я постійно проживаю в Києві,Приватний підприємець/самозайнята особа,Вища
2020-06-25 21:38:57,2020-06-25 21:44:58,IP Address,83,360,False,2020-07-02 21:45:19,R_31AavPRwleeUNjs,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",4,Так,0,Так,Ні,Ні,Так,"Людям, як правило, можна довіряти",Важко сказати,Важко сказати,Скоріше довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Важко сказати,профспілка,Так,Ні,У мене немає такого досвіду,Складно сказати,3,,,,,,,,,,,,,
2020-07-02 22:54:34,2020-07-02 22:55:16,IP Address,100,42,True,2020-07-02 22:55:17,R_3EAca4xAoNzcKpA,anonymous,UK,Так,,,,Так,Ні,Ні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03 00:21:54,2020-07-03 00:23:06,IP Address,100,72,True,2020-07-03 00:23:08,R_BKBhswocghmOuKB,anonymous,UK,Так,Так,Так,Так,Так,Ні,Ні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03 00:23:59,2020-07-03 00:24:43,IP Address,100,44,True,2020-07-03 00:24:45,R_3P5MRMdbNIz0yJv,anonymous,UK,Так,Так,Так,Так,Так,Ні,Ні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26 02:56:31,2020-06-26 02:56:59,IP Address,3,27,False,2020-07-03 02:57:03,R_3HUGxwjph6tvKGk,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03 03:26:41,2020-07-03 03:33:54,IP Address,100,432,True,2020-07-03 03:33:54,R_YcsMcRIYUH0knp7,anonymous,UK,Так,Так,Так,Так,Так,Так,Так,Я лідер/ка проекту,5,Так,0,Так,Так,Так,Так,"Людям, як правило, можна довіряти",Повністю довіряю,Зовсім не довіряю,Повністю довіряю,Повністю довіряю,Зовсім не довіряю,Скоріше не довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,Ні,громадська організація,Так,Ні,У мене немає такого досвіду,Скоріше не відчуваю,1,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Повністю погоджуюсь,Чоловік,46 – 65 років,Я постійно проживаю в Києві,Приватний підприємець/самозайнята особа,Вища
2020-07-03 04:39:04,2020-07-03 04:43:42,IP Address,100,278,True,2020-07-03 04:43:43,R_1IzJjlSUAwfcJgj,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",1,Ні,1,Так,Так,Так,Ні,З більшістю людей ви повинні бути обережними,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Повністю довіряю,Скоріше не довіряю,Скоріше довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Важко сказати,"ні, я не є членом жодного з громадських об'єднань",Так,Так,Маю малий досвід,Повністю відчуваю свою відповідальність.,4,Скоріше погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Повністю погоджуюсь,Чоловік,26-35 років,Я проживаю в Києві протягом останніх 5 років,Приватний підприємець/самозайнята особа,Незакінчена вища (3 курси і більше)
2020-07-03 05:41:16,2020-07-03 05:53:15,IP Address,100,718,True,2020-07-03 05:53:15,R_3nozTsGctSzEgXk,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Так,4,Ні,Ні,Ні,Ні,З більшістю людей ви повинні бути обережними,Скоріше довіряю,Скоріше не довіряю,Скоріше довіряю,Повністю довіряю,Скоріше не довіряю,Зовсім не довіряю,Зовсім не довіряю,Скоріше не довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Зовсім не довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Повністю довіряю,Скоріше довіряю,Скоріше довіряю,Важко сказати,"ні, я не є членом жодного з громадських об'єднань",Так,Так,Складно сказати/не знаю,Скоріше відчуваю,5,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Повністю погоджуюсь,Жінка,26-35 років,Я постійно проживаю в Києві,Найманий працівник/ця,Вища
2020-07-03 06:51:47,2020-07-03 06:56:22,IP Address,100,274,True,2020-07-03 06:56:22,R_Def6exmrKbUwVih,anonymous,UK,Так,Так,Так,Так,Так,Так,Так,Я лідер/ка проекту,5,Так,0,Так,Ні,Ні,Так,"Людям, як правило, можна довіряти",Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Так,"громадська організація,наукове, освітнє об'єднання",Так,Так,Я повністю залучений/а до політичній/громадській діяльності міста,Складно сказати,4,Повністю погоджуюсь,Повністю погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Повністю погоджуюсь,Жінка,36-45 років,Я постійно проживаю в Києві,Найманий працівник/ця,Вища
2020-06-26 08:03:33,2020-06-26 08:03:42,IP Address,3,9,False,2020-07-03 08:03:54,R_UX9mgxfrmZaW2pH,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03 09:02:24,2020-07-03 09:09:59,IP Address,100,454,True,2020-07-03 09:09:59,R_xFT7OLmPQBlb4at,anonymous,UK,Так,Так,Так,Так,Так,Так,Так,Я лідер/ка проекту,5,Так,1,Так,Так,Так,Так,"Людям, як правило, можна довіряти",Зовсім не довіряю,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше не довіряю,Зовсім не довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Зовсім не довіряю,Скоріше довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Так,"наукове, освітнє об'єднання",Так,Ні,Складно сказати/не знаю,Складно сказати,5,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше не погоджуюсь,Зовсім не погоджуюсь,Важко відповісти,Скоріше погоджуюсь,Важко відповісти,Повністю погоджуюсь,Чоловік,26-35 років,Я постійно проживаю в Києві,Найманий працівник/ця,Вища
2020-07-03 11:49:05,2020-07-03 11:54:59,IP Address,100,353,True,2020-07-03 11:54:59,R_2c7naNs3jRnx41a,anonymous,UK,Так,Так,Так,Так,Так,Так,Так,Я лідер/ка проекту,5,Так,0,Так,Так,Так,Так,З більшістю людей ви повинні бути обережними,Скоріше не довіряю,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Зовсім не довіряю,Так,"громадська організація,політична партія,інше",Так,Так,У мене є значний досвід,Скоріше відчуваю,3,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Важко відповісти,Скоріше погоджуюсь,Чоловік,46 – 65 років,Я постійно проживаю в Києві,Приватний підприємець/самозайнята особа,Вища
